poi_id,poi_name,date,category,visitor_count,day_type
1,Selfridges,2024-06-15,Peri-Urban Residents,482,Weekend
1,Selfridges,2024-06-16,Young M,812,Weekend
1,Selfridges,2024-06-16,Young F,784,Weekend
1,Selfridges,2024-06-16,Couples,141,Weekend
1,Selfridges,2024-06-16,Family with C,643,Weekend
1,Selfridges,2024-06-16,Retiree,642,Weekend
1,Selfridges,2024-06-16,Affluent Achievers,1005,Weekend
1,Selfridges,2024-06-16,Suburban Comfort,278,Weekend
1,Selfridges,2024-06-16,Urban Professionals,1240,Weekend
1,Selfridges,2024-06-16,Peri-Urban Residents,500,Weekend
1,Selfridges,2024-06-17,Young M,181,Weekday
1,Selfridges,2024-06-17,Young F,543,Weekday
1,Selfridges,2024-06-17,Couples,222,Weekday
1,Selfridges,2024-06-17,Family with C,389,Weekday
1,Selfridges,2024-06-17,Retiree,245,Weekday
1,Selfridges,2024-06-17,Affluent Achievers,429,Weekday
1,Selfridges,2024-06-17,Suburban Comfort,703,Weekday
1,Selfridges,2024-06-17,Urban Professionals,403,Weekday
1,Selfridges,2024-06-17,Peri-Urban Residents,46,Weekday
1,Selfridges,2024-06-18,Young M,814,Weekday
1,Selfridges,2024-06-18,Young F,53,Weekday
1,Selfridges,2024-06-18,Couples,823,Weekday
1,Selfridges,2024-06-18,Family with C,625,Weekday
1,Selfridges,2024-06-18,Retiree,203,Weekday
1,Selfridges,2024-06-18,Affluent Achievers,615,Weekday
1,Selfridges,2024-06-18,Suburban Comfort,229,Weekday
1,Selfridges,2024-06-18,Urban Professionals,1411,Weekday
1,Selfridges,2024-06-18,Peri-Urban Residents,264,Weekday
1,Selfridges,2024-06-19,Young M,81,Weekday
1,Selfridges,2024-06-19,Young F,351,Weekday
1,Selfridges,2024-06-19,Couples,1176,Weekday
1,Selfridges,2024-06-19,Family with C,299,Weekday
1,Selfridges,2024-06-19,Retiree,116,Weekday
1,Selfridges,2024-06-19,Affluent Achievers,1484,Weekday
1,Selfridges,2024-06-19,Suburban Comfort,19,Weekday
1,Selfridges,2024-06-19,Urban Professionals,39,Weekday
1,Selfridges,2024-06-19,Peri-Urban Residents,482,Weekday
1,Selfridges,2024-06-20,Young M,77,Weekday
1,Selfridges,2024-06-20,Young F,304,Weekday
1,Selfridges,2024-06-20,Couples,149,Weekday
1,Selfridges,2024-06-20,Family with C,414,Weekday
1,Selfridges,2024-06-20,Retiree,367,Weekday
1,Selfridges,2024-06-20,Affluent Achievers,245,Weekday
1,Selfridges,2024-06-20,Suburban Comfort,271,Weekday
1,Selfridges,2024-06-20,Urban Professionals,58,Weekday
1,Selfridges,2024-06-20,Peri-Urban Residents,737,Weekday
1,Selfridges,2024-06-21,Young M,326,Weekday
1,Selfridges,2024-06-21,Young F,82,Weekday
1,Selfridges,2024-06-21,Couples,32,Weekday
1,Selfridges,2024-06-21,Family with C,212,Weekday
1,Selfridges,2024-06-21,Retiree,303,Weekday
1,Selfridges,2024-06-21,Affluent Achievers,190,Weekday
1,Selfridges,2024-06-21,Suburban Comfort,85,Weekday
1,Selfridges,2024-06-21,Urban Professionals,41,Weekday
1,Selfridges,2024-06-21,Peri-Urban Residents,639,Weekday
1,Selfridges,2024-06-22,Young M,988,Weekend
1,Selfridges,2024-06-22,Young F,78,Weekend
1,Selfridges,2024-06-22,Couples,1570,Weekend
1,Selfridges,2024-06-22,Family with C,407,Weekend
1,Selfridges,2024-06-22,Retiree,245,Weekend
1,Selfridges,2024-06-22,Affluent Achievers,244,Weekend
1,Selfridges,2024-06-22,Suburban Comfort,1605,Weekend
1,Selfridges,2024-06-22,Urban Professionals,522,Weekend
1,Selfridges,2024-06-22,Peri-Urban Residents,917,Weekend
1,Selfridges,2024-06-23,Young M,494,Weekend
1,Selfridges,2024-06-23,Young F,231,Weekend
1,Selfridges,2024-06-23,Couples,212,Weekend
1,Selfridges,2024-06-23,Family with C,786,Weekend
1,Selfridges,2024-06-23,Retiree,42,Weekend
1,Selfridges,2024-06-23,Affluent Achievers,730,Weekend
1,Selfridges,2024-06-23,Suburban Comfort,366,Weekend
1,Selfridges,2024-06-23,Urban Professionals,211,Weekend
1,Selfridges,2024-06-23,Peri-Urban Residents,458,Weekend
1,Selfridges,2024-06-24,Young M,556,Weekday
1,Selfridges,2024-06-24,Young F,592,Weekday
1,Selfridges,2024-06-24,Couples,527,Weekday
1,Selfridges,2024-06-24,Family with C,280,Weekday
1,Selfridges,2024-06-24,Retiree,129,Weekday
1,Selfridges,2024-06-24,Affluent Achievers,1228,Weekday
1,Selfridges,2024-06-24,Suburban Comfort,21,Weekday
1,Selfridges,2024-06-24,Urban Professionals,428,Weekday
1,Selfridges,2024-06-24,Peri-Urban Residents,408,Weekday
1,Selfridges,2024-06-25,Young M,995,Weekday
1,Selfridges,2024-06-25,Young F,432,Weekday
1,Selfridges,2024-06-25,Couples,271,Weekday
1,Selfridges,2024-06-25,Family with C,91,Weekday
1,Selfridges,2024-06-25,Retiree,311,Weekday
1,Selfridges,2024-06-25,Affluent Achievers,352,Weekday
1,Selfridges,2024-06-25,Suburban Comfort,180,Weekday
1,Selfridges,2024-06-25,Urban Professionals,462,Weekday
1,Selfridges,2024-06-25,Peri-Urban Residents,1106,Weekday
1,Selfridges,2024-06-26,Young M,850,Weekday
1,Selfridges,2024-06-26,Young F,73,Weekday
1,Selfridges,2024-06-26,Couples,195,Weekday
1,Selfridges,2024-06-26,Family with C,490,Weekday
1,Selfridges,2024-06-26,Retiree,17,Weekday
1,Selfridges,2024-06-26,Affluent Achievers,882,Weekday
1,Selfridges,2024-06-26,Suburban Comfort,345,Weekday
1,Selfridges,2024-06-26,Urban Professionals,354,Weekday
1,Selfridges,2024-06-26,Peri-Urban Residents,44,Weekday
1,Selfridges,2024-06-27,Young M,1,Weekday
1,Selfridges,2024-06-27,Young F,144,Weekday
1,Selfridges,2024-06-27,Couples,1072,Weekday
1,Selfridges,2024-06-27,Family with C,590,Weekday
1,Selfridges,2024-06-27,Retiree,268,Weekday
1,Selfridges,2024-06-27,Affluent Achievers,358,Weekday
1,Selfridges,2024-06-27,Suburban Comfort,102,Weekday
1,Selfridges,2024-06-27,Urban Professionals,1440,Weekday
1,Selfridges,2024-06-27,Peri-Urban Residents,175,Weekday
1,Selfridges,2024-06-28,Young M,208,Weekday
1,Selfridges,2024-06-28,Young F,410,Weekday
1,Selfridges,2024-06-28,Couples,43,Weekday
1,Selfridges,2024-06-28,Family with C,123,Weekday
1,Selfridges,2024-06-28,Retiree,129,Weekday
1,Selfridges,2024-06-28,Affluent Achievers,282,Weekday
1,Selfridges,2024-06-28,Suburban Comfort,208,Weekday
1,Selfridges,2024-06-28,Urban Professionals,373,Weekday
1,Selfridges,2024-06-28,Peri-Urban Residents,50,Weekday
1,Selfridges,2024-06-29,Young M,184,Weekend
1,Selfridges,2024-06-29,Young F,832,Weekend
1,Selfridges,2024-06-29,Couples,131,Weekend
1,Selfridges,2024-06-29,Family with C,1424,Weekend
1,Selfridges,2024-06-29,Retiree,391,Weekend
1,Selfridges,2024-06-29,Affluent Achievers,1615,Weekend
1,Selfridges,2024-06-29,Suburban Comfort,861,Weekend
1,Selfridges,2024-06-29,Urban Professionals,284,Weekend
1,Selfridges,2024-06-29,Peri-Urban Residents,203,Weekend
1,Selfridges,2024-06-30,Young M,170,Weekend
1,Selfridges,2024-06-30,Young F,390,Weekend
1,Selfridges,2024-06-30,Couples,115,Weekend
1,Selfridges,2024-06-30,Family with C,92,Weekend
1,Selfridges,2024-06-30,Retiree,109,Weekend
1,Selfridges,2024-06-30,Affluent Achievers,270,Weekend
1,Selfridges,2024-06-30,Suburban Comfort,20,Weekend
1,Selfridges,2024-06-30,Urban Professionals,394,Weekend
1,Selfridges,2024-06-30,Peri-Urban Residents,192,Weekend
1,Selfridges,2024-07-01,Young M,187,Weekday
1,Selfridges,2024-07-01,Young F,46,Weekday
1,Selfridges,2024-07-01,Couples,168,Weekday
1,Selfridges,2024-07-01,Family with C,180,Weekday
1,Selfridges,2024-07-01,Retiree,62,Weekday
1,Selfridges,2024-07-01,Affluent Achievers,193,Weekday
1,Selfridges,2024-07-01,Suburban Comfort,57,Weekday
1,Selfridges,2024-07-01,Urban Professionals,257,Weekday
1,Selfridges,2024-07-01,Peri-Urban Residents,136,Weekday
1,Selfridges,2024-07-02,Young M,209,Weekday
1,Selfridges,2024-07-02,Young F,58,Weekday
1,Selfridges,2024-07-02,Couples,302,Weekday
1,Selfridges,2024-07-02,Family with C,77,Weekday
1,Selfridges,2024-07-02,Retiree,170,Weekday
1,Selfridges,2024-07-02,Affluent Achievers,66,Weekday
1,Selfridges,2024-07-02,Suburban Comfort,168,Weekday
1,Selfridges,2024-07-02,Urban Professionals,240,Weekday
1,Selfridges,2024-07-02,Peri-Urban Residents,342,Weekday
1,Selfridges,2024-07-03,Young M,109,Weekday
1,Selfridges,2024-07-03,Young F,1055,Weekday
1,Selfridges,2024-07-03,Couples,168,Weekday
1,Selfridges,2024-07-03,Family with C,741,Weekday
1,Selfridges,2024-07-03,Retiree,192,Weekday
1,Selfridges,2024-07-03,Affluent Achievers,12,Weekday
1,Selfridges,2024-07-03,Suburban Comfort,1634,Weekday
1,Selfridges,2024-07-03,Urban Professionals,36,Weekday
1,Selfridges,2024-07-03,Peri-Urban Residents,584,Weekday
1,Selfridges,2024-07-04,Young M,633,Weekday
1,Selfridges,2024-07-04,Young F,435,Weekday
1,Selfridges,2024-07-04,Couples,803,Weekday
1,Selfridges,2024-07-04,Family with C,227,Weekday
1,Selfridges,2024-07-04,Retiree,801,Weekday
1,Selfridges,2024-07-04,Affluent Achievers,1276,Weekday
1,Selfridges,2024-07-04,Suburban Comfort,132,Weekday
1,Selfridges,2024-07-04,Urban Professionals,884,Weekday
1,Selfridges,2024-07-04,Peri-Urban Residents,608,Weekday
1,Selfridges,2024-07-05,Young M,233,Weekday
1,Selfridges,2024-07-05,Young F,1334,Weekday
1,Selfridges,2024-07-05,Couples,443,Weekday
1,Selfridges,2024-07-05,Family with C,497,Weekday
1,Selfridges,2024-07-05,Retiree,45,Weekday
1,Selfridges,2024-07-05,Affluent Achievers,45,Weekday
1,Selfridges,2024-07-05,Suburban Comfort,1544,Weekday
1,Selfridges,2024-07-05,Urban Professionals,259,Weekday
1,Selfridges,2024-07-05,Peri-Urban Residents,705,Weekday
1,Selfridges,2024-07-06,Young M,78,Weekend
1,Selfridges,2024-07-06,Young F,3,Weekend
1,Selfridges,2024-07-06,Couples,284,Weekend
1,Selfridges,2024-07-06,Family with C,278,Weekend
1,Selfridges,2024-07-06,Retiree,144,Weekend
1,Selfridges,2024-07-06,Affluent Achievers,149,Weekend
1,Selfridges,2024-07-06,Suburban Comfort,79,Weekend
1,Selfridges,2024-07-06,Urban Professionals,452,Weekend
1,Selfridges,2024-07-06,Peri-Urban Residents,106,Weekend
1,Selfridges,2024-07-07,Young M,1218,Weekend
1,Selfridges,2024-07-07,Young F,302,Weekend
1,Selfridges,2024-07-07,Couples,64,Weekend
1,Selfridges,2024-07-07,Family with C,98,Weekend
1,Selfridges,2024-07-07,Retiree,686,Weekend
1,Selfridges,2024-07-07,Affluent Achievers,760,Weekend
1,Selfridges,2024-07-07,Suburban Comfort,242,Weekend
1,Selfridges,2024-07-07,Urban Professionals,318,Weekend
1,Selfridges,2024-07-07,Peri-Urban Residents,1050,Weekend
1,Selfridges,2024-07-08,Young M,19,Weekday
1,Selfridges,2024-07-08,Young F,550,Weekday
1,Selfridges,2024-07-08,Couples,208,Weekday
1,Selfridges,2024-07-08,Family with C,235,Weekday
1,Selfridges,2024-07-08,Retiree,44,Weekday
1,Selfridges,2024-07-08,Affluent Achievers,357,Weekday
1,Selfridges,2024-07-08,Suburban Comfort,256,Weekday
1,Selfridges,2024-07-08,Urban Professionals,45,Weekday
1,Selfridges,2024-07-08,Peri-Urban Residents,399,Weekday
1,Selfridges,2024-07-09,Young M,298,Weekday
1,Selfridges,2024-07-09,Young F,81,Weekday
1,Selfridges,2024-07-09,Couples,643,Weekday
1,Selfridges,2024-07-09,Family with C,968,Weekday
1,Selfridges,2024-07-09,Retiree,240,Weekday
1,Selfridges,2024-07-09,Affluent Achievers,449,Weekday
1,Selfridges,2024-07-09,Suburban Comfort,148,Weekday
1,Selfridges,2024-07-09,Urban Professionals,1238,Weekday
1,Selfridges,2024-07-09,Peri-Urban Residents,395,Weekday
1,Selfridges,2024-07-10,Young M,349,Weekday
1,Selfridges,2024-07-10,Young F,232,Weekday
1,Selfridges,2024-07-10,Couples,61,Weekday
1,Selfridges,2024-07-10,Family with C,511,Weekday
1,Selfridges,2024-07-10,Retiree,421,Weekday
1,Selfridges,2024-07-10,Affluent Achievers,348,Weekday
1,Selfridges,2024-07-10,Suburban Comfort,244,Weekday
1,Selfridges,2024-07-10,Urban Professionals,890,Weekday
1,Selfridges,2024-07-10,Peri-Urban Residents,91,Weekday
1,Selfridges,2024-07-11,Young M,275,Weekday
1,Selfridges,2024-07-11,Young F,226,Weekday
1,Selfridges,2024-07-11,Couples,289,Weekday
1,Selfridges,2024-07-11,Family with C,118,Weekday
1,Selfridges,2024-07-11,Retiree,202,Weekday
1,Selfridges,2024-07-11,Affluent Achievers,392,Weekday
1,Selfridges,2024-07-11,Suburban Comfort,521,Weekday
1,Selfridges,2024-07-11,Urban Professionals,98,Weekday
1,Selfridges,2024-07-11,Peri-Urban Residents,101,Weekday
1,Selfridges,2024-07-12,Young M,597,Weekday
1,Selfridges,2024-07-12,Young F,333,Weekday
1,Selfridges,2024-07-12,Couples,1011,Weekday
1,Selfridges,2024-07-12,Family with C,211,Weekday
1,Selfridges,2024-07-12,Retiree,282,Weekday
1,Selfridges,2024-07-12,Affluent Achievers,458,Weekday
1,Selfridges,2024-07-12,Suburban Comfort,54,Weekday
1,Selfridges,2024-07-12,Urban Professionals,1045,Weekday
1,Selfridges,2024-07-12,Peri-Urban Residents,878,Weekday
1,Selfridges,2024-07-13,Young M,912,Weekend
1,Selfridges,2024-07-13,Young F,1122,Weekend
1,Selfridges,2024-07-13,Couples,399,Weekend
1,Selfridges,2024-07-13,Family with C,592,Weekend
1,Selfridges,2024-07-13,Retiree,427,Weekend
1,Selfridges,2024-07-13,Affluent Achievers,1468,Weekend
1,Selfridges,2024-07-13,Suburban Comfort,157,Weekend
1,Selfridges,2024-07-13,Urban Professionals,1731,Weekend
1,Selfridges,2024-07-13,Peri-Urban Residents,96,Weekend
1,Selfridges,2024-07-14,Young M,182,Weekend
1,Selfridges,2024-07-14,Young F,63,Weekend
1,Selfridges,2024-07-14,Couples,391,Weekend
1,Selfridges,2024-07-14,Family with C,230,Weekend
1,Selfridges,2024-07-14,Retiree,1010,Weekend
1,Selfridges,2024-07-14,Affluent Achievers,439,Weekend
1,Selfridges,2024-07-14,Suburban Comfort,943,Weekend
1,Selfridges,2024-07-14,Urban Professionals,479,Weekend
1,Selfridges,2024-07-14,Peri-Urban Residents,15,Weekend
1,Selfridges,2024-07-15,Young M,376,Weekday
1,Selfridges,2024-07-15,Young F,1201,Weekday
1,Selfridges,2024-07-15,Couples,146,Weekday
1,Selfridges,2024-07-15,Family with C,197,Weekday
1,Selfridges,2024-07-15,Retiree,465,Weekday
1,Selfridges,2024-07-15,Affluent Achievers,98,Weekday
1,Selfridges,2024-07-15,Suburban Comfort,327,Weekday
1,Selfridges,2024-07-15,Urban Professionals,1291,Weekday
1,Selfridges,2024-07-15,Peri-Urban Residents,669,Weekday
1,Selfridges,2024-07-16,Young M,96,Weekday
1,Selfridges,2024-07-16,Young F,448,Weekday
1,Selfridges,2024-07-16,Couples,96,Weekday
1,Selfridges,2024-07-16,Family with C,60,Weekday
1,Selfridges,2024-07-16,Retiree,548,Weekday
1,Selfridges,2024-07-16,Affluent Achievers,170,Weekday
1,Selfridges,2024-07-16,Suburban Comfort,277,Weekday
1,Selfridges,2024-07-16,Urban Professionals,477,Weekday
1,Selfridges,2024-07-16,Peri-Urban Residents,324,Weekday
1,Selfridges,2024-07-17,Young M,497,Weekday
1,Selfridges,2024-07-17,Young F,779,Weekday
1,Selfridges,2024-07-17,Couples,459,Weekday
1,Selfridges,2024-07-17,Family with C,13,Weekday
1,Selfridges,2024-07-17,Retiree,65,Weekday
1,Selfridges,2024-07-17,Affluent Achievers,463,Weekday
1,Selfridges,2024-07-17,Suburban Comfort,881,Weekday
1,Selfridges,2024-07-17,Urban Professionals,421,Weekday
1,Selfridges,2024-07-17,Peri-Urban Residents,50,Weekday
1,Selfridges,2024-07-18,Young M,477,Weekday
1,Selfridges,2024-07-18,Young F,10,Weekday
1,Selfridges,2024-07-18,Couples,141,Weekday
1,Selfridges,2024-07-18,Family with C,35,Weekday
1,Selfridges,2024-07-18,Retiree,142,Weekday
1,Selfridges,2024-07-18,Affluent Achievers,269,Weekday
1,Selfridges,2024-07-18,Suburban Comfort,306,Weekday
1,Selfridges,2024-07-18,Urban Professionals,46,Weekday
1,Selfridges,2024-07-18,Peri-Urban Residents,184,Weekday
1,Selfridges,2024-07-19,Young M,7,Weekday
1,Selfridges,2024-07-19,Young F,800,Weekday
1,Selfridges,2024-07-19,Couples,242,Weekday
1,Selfridges,2024-07-19,Family with C,723,Weekday
1,Selfridges,2024-07-19,Retiree,127,Weekday
1,Selfridges,2024-07-19,Affluent Achievers,88,Weekday
1,Selfridges,2024-07-19,Suburban Comfort,2,Weekday
1,Selfridges,2024-07-19,Urban Professionals,605,Weekday
1,Selfridges,2024-07-19,Peri-Urban Residents,1205,Weekday
1,Selfridges,2024-07-20,Young M,215,Weekend
1,Selfridges,2024-07-20,Young F,69,Weekend
1,Selfridges,2024-07-20,Couples,844,Weekend
1,Selfridges,2024-07-20,Family with C,95,Weekend
1,Selfridges,2024-07-20,Retiree,907,Weekend
1,Selfridges,2024-07-20,Affluent Achievers,637,Weekend
1,Selfridges,2024-07-20,Suburban Comfort,157,Weekend
1,Selfridges,2024-07-20,Urban Professionals,661,Weekend
1,Selfridges,2024-07-20,Peri-Urban Residents,677,Weekend
1,Selfridges,2024-07-21,Young M,666,Weekend
1,Selfridges,2024-07-21,Young F,241,Weekend
1,Selfridges,2024-07-21,Couples,303,Weekend
1,Selfridges,2024-07-21,Family with C,69,Weekend
1,Selfridges,2024-07-21,Retiree,1131,Weekend
1,Selfridges,2024-07-21,Affluent Achievers,77,Weekend
1,Selfridges,2024-07-21,Suburban Comfort,671,Weekend
1,Selfridges,2024-07-21,Urban Professionals,449,Weekend
1,Selfridges,2024-07-21,Peri-Urban Residents,1214,Weekend
1,Selfridges,2024-07-22,Young M,85,Weekday
1,Selfridges,2024-07-22,Young F,95,Weekday
1,Selfridges,2024-07-22,Couples,82,Weekday
1,Selfridges,2024-07-22,Family with C,20,Weekday
1,Selfridges,2024-07-22,Retiree,549,Weekday
1,Selfridges,2024-07-22,Affluent Achievers,296,Weekday
1,Selfridges,2024-07-22,Suburban Comfort,232,Weekday
1,Selfridges,2024-07-22,Urban Professionals,181,Weekday
1,Selfridges,2024-07-22,Peri-Urban Residents,122,Weekday
1,Selfridges,2024-07-23,Young M,65,Weekday
1,Selfridges,2024-07-23,Young F,67,Weekday
1,Selfridges,2024-07-23,Couples,476,Weekday
1,Selfridges,2024-07-23,Family with C,26,Weekday
1,Selfridges,2024-07-23,Retiree,39,Weekday
1,Selfridges,2024-07-23,Affluent Achievers,143,Weekday
1,Selfridges,2024-07-23,Suburban Comfort,97,Weekday
1,Selfridges,2024-07-23,Urban Professionals,304,Weekday
1,Selfridges,2024-07-23,Peri-Urban Residents,127,Weekday
1,Selfridges,2024-07-24,Young M,143,Weekday
1,Selfridges,2024-07-24,Young F,471,Weekday
1,Selfridges,2024-07-24,Couples,232,Weekday
1,Selfridges,2024-07-24,Family with C,37,Weekday
1,Selfridges,2024-07-24,Retiree,751,Weekday
1,Selfridges,2024-07-24,Affluent Achievers,37,Weekday
1,Selfridges,2024-07-24,Suburban Comfort,125,Weekday
1,Selfridges,2024-07-24,Urban Professionals,187,Weekday
1,Selfridges,2024-07-24,Peri-Urban Residents,1286,Weekday
1,Selfridges,2024-07-25,Young M,187,Weekday
